NCESSCH,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR
062274013964,0622740,Creekside Junior High,06,1401 Prairie Springs Dr.,Los Banos,CA,93635,06,06047,Merced County,32,37.052356,-120.876907,32900,"Merced, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0616,06021,06012,2022-2023
062274014283,0622740,Transitional Kindergarten Center,06,1149 E. B St.,Los Banos,CA,93635,06,06047,Merced County,32,37.066128,-120.837846,32900,"Merced, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0616,06021,06012,2022-2023
062274014458,0622740,Grasslands Elementary,06,1951 Mission Dr.,Los Banos,CA,93635,06,06047,Merced County,32,37.069472,-120.827024,32900,"Merced, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0616,06021,06012,2022-2023
062280003486,0622800,Los Gatos High,06,20 High Sch Ct.,Los Gatos,CA,95030,06,06085,Santa Clara County,21,37.223324,-121.976079,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06028,06015,2022-2023
062280003487,0622800,Saratoga High,06,20300 Herriman Ave.,Saratoga,CA,95070,06,06085,Santa Clara County,21,37.265749,-122.02981,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06028,06015,2022-2023
062283003489,0622830,Blossom Hill Elementary,06,16400 Blossom Hill Rd.,Los Gatos,CA,95032,06,06085,Santa Clara County,21,37.23435,-121.95695,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06028,06015,2022-2023
062283003490,0622830,Daves Avenue Elementary,06,17770 Daves Ave.,Los Gatos,CA,95030,06,06085,Santa Clara County,21,37.240202,-121.981272,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06028,06015,2022-2023
062283003491,0622830,Lexington Elementary,06,19700 Old Santa Cruz Hwy.,Los Gatos,CA,95033,06,06085,Santa Clara County,21,37.180041,-121.990267,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06028,06015,2022-2023
062283003492,0622830,Louise Van Meter Elementary,06,16445 Los Gatos Blvd.,Los Gatos,CA,95032,06,06085,Santa Clara County,21,37.230436,-121.966433,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06028,06015,2022-2023
062283003495,0622830,Raymond J. Fisher Middle,06,19195 Fisher Ave.,Los Gatos,CA,95032,06,06085,Santa Clara County,21,37.233849,-121.967315,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06028,06015,2022-2023
062286003496,0622860,Los Molinos Elementary,06,7700 Stanford,Los Molinos,CA,96055,06,06103,Tehama County,41,40.020058,-122.09462,39780,"Red Bluff, CA",2,454,"Redding-Red Bluff, CA",N,N,0601,06003,06004,2022-2023
062286003497,0622860,Los Molinos High,06,7900 Sherwood Blvd.,Los Molinos,CA,96055,06,06103,Tehama County,32,40.025478,-122.094099,39780,"Red Bluff, CA",2,454,"Redding-Red Bluff, CA",N,N,0601,06003,06004,2022-2023
062286003498,0622860,Vina Elementary,06,7th and D Sts.,Vina,CA,96092,06,06103,Tehama County,42,39.934824,-122.053174,39780,"Red Bluff, CA",2,454,"Redding-Red Bluff, CA",N,N,0601,06003,06004,2022-2023
062289003499,0622890,Aeolian Elementary,06,11600 Aeolian St.,Whittier,CA,90606,06,06037,Los Angeles County,21,33.965408,-118.068327,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0638,06057,06032,2022-2023
062289003500,0622890,Los Nietos Middle,06,11425 E. Rivera Rd.,Los Nietos,CA,90606,06,06037,Los Angeles County,21,33.96377,-118.075576,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0638,06057,06032,2022-2023
062289003501,0622890,Ada S. Nelson Elementary,06,8140 S. Vicki Dr.,Whittier,CA,90606,06,06037,Los Angeles County,21,33.969841,-118.075656,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0638,06057,06032,2022-2023
062289003502,0622890,Rancho Santa Gertrudes Elementary,06,11233 E. Charlesworth Rd.,Santa Fe Springs,CA,90670,06,06037,Los Angeles County,21,33.955028,-118.081159,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0638,06057,06032,2022-2023
062292003504,0622920,Los Olivos Elementary,06,2540 Alamo Pintado Ave.,Los Olivos,CA,93441,06,06083,Santa Barbara County,32,34.665028,-120.110831,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06037,06019,2022-2023
062295003505,0622950,Lost Hills Elementary,06,14821 Primary Ct.,Lost Hills,CA,93249,06,06029,Kern County,42,35.615069,-119.700863,12540,"Bakersfield, CA",1,N,N,N,N,0621,06032,06014,2022-2023
062295007772,0622950,A. M. Thomas Middle,06,20979 Lobos Ct.,Lost Hills,CA,93249,06,06029,Kern County,42,35.614936,-119.699385,12540,"Bakersfield, CA",1,N,N,N,N,0621,06032,06014,2022-2023
062301003507,0623010,Jordan Elementary,06,10654 Jordan Rd.,Whittier,CA,90603,06,06037,Los Angeles County,21,33.938,-117.9801,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0638,06057,06032,2022-2023
062301003509,0623010,Macy Elementary,06,2301 W. Russell St.,La Habra,CA,90631,06,06059,Orange County,21,33.945,-117.9717,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0639,06055,06029,2022-2023
062301003510,0623010,Meadow Green Elementary,06,12025 S. Grovedale Dr.,Whittier,CA,90604,06,06037,Los Angeles County,21,33.9216,-117.9888,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0638,06057,06032,2022-2023
062301003511,0623010,Olita Elementary,06,950 S. Briercliff Dr.,La Habra,CA,90631,06,06059,Orange County,21,33.9213,-117.9735,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0639,06055,06029,2022-2023
062301003512,0623010,Rancho-Starbuck Intermediate,06,16430 Woodbrier Dr.,Whittier,CA,90604,06,06037,Los Angeles County,21,33.9205,-117.9802,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0638,06057,06032,2022-2023
062301005900,0623010,El Portal Elementary,06,200 N. Nada St.,La Habra,CA,90631,06,06059,Orange County,21,33.9334,-117.9657,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0639,06055,06029,2022-2023
062304003514,0623040,Lucerne Elementary,06,3351 Country Club Dr.,Lucerne,CA,95458,06,06033,Lake County,32,39.08392,-122.789659,17340,"Clearlake, CA",2,N,N,N,N,0603,06004,06002,2022-2023
062308003516,0623080,Arroyo Grande High,06,495 Valley Rd.,Arroyo Grande,CA,93420,06,06079,San Luis Obispo County,23,35.1148,-120.5806,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003517,0623080,Branch Elementary,06,970 Sch Rd.,Arroyo Grande,CA,93420,06,06079,San Luis Obispo County,41,35.1405,-120.5276,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003518,0623080,Dana Elementary,06,920 W. Tefft St.,Nipomo,CA,93444,06,06079,San Luis Obispo County,31,35.0282,-120.4979,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003519,0623080,Grover Beach Elementary,06,365 S. 10th St.,Grover Beach,CA,93433,06,06079,San Luis Obispo County,23,35.1184,-120.6182,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003520,0623080,Grover Heights Elementary,06,770 N. Eighth St.,Grover Beach,CA,93433,06,06079,San Luis Obispo County,23,35.12875,-120.619779,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003521,0623080,Harloe Elementary,06,901 Fair Oaks Ave.,Arroyo Grande,CA,93420,06,06079,San Luis Obispo County,23,35.1118,-120.5925,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003522,0623080,Judkins Middle,06,680 Wadsworth St.,Pismo Beach,CA,93449,06,06079,San Luis Obispo County,23,35.1447,-120.6383,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003523,0623080,Lopez Continuation High,06,1055 Mesa View Dr.,Arroyo Grande,CA,93420,06,06079,San Luis Obispo County,41,35.0661,-120.5945,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003524,0623080,Nipomo Elementary,06,190 E. Price St.,Nipomo,CA,93444,06,06079,San Luis Obispo County,31,35.0427,-120.4711,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003525,0623080,Fairgrove Elementary,06,2101 The Pike,Grover Beach,CA,93433,06,06079,San Luis Obispo County,23,35.1069,-120.6053,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003526,0623080,Ocean View Elementary,06,1208 Linda Dr.,Arroyo Grande,CA,93420,06,06079,San Luis Obispo County,23,35.1236,-120.599,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003527,0623080,Oceano Elementary,06,1551 17th St.,Oceano,CA,93445,06,06079,San Luis Obispo County,23,35.1029,-120.6119,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003528,0623080,Paulding Middle,06,600 Crown Hill St.,Arroyo Grande,CA,93420,06,06079,San Luis Obispo County,23,35.1262,-120.5713,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308003529,0623080,Shell Beach Elementary,06,2100 Shell Beach Rd.,Pismo Beach,CA,93449,06,06079,San Luis Obispo County,23,35.1595,-120.6787,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308009910,0623080,Mesa Middle,06,2555 Halcyon Rd.,Arroyo Grande,CA,93420,06,06079,San Luis Obispo County,23,35.0759,-120.5815,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308010656,0623080,Nipomo High,06,525 N. Thompson Rd.,Nipomo,CA,93444,06,06079,San Luis Obispo County,31,35.0488,-120.4884,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308011785,0623080,Lange (Dorothea) Elementary,06,1661 Via Alta Mesa,Nipomo,CA,93444,06,06079,San Luis Obispo County,31,35.0153,-120.5153,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308013014,0623080,Central Coast New Tech High,06,523 N. Thompson Ave.,Nipomo,CA,93444,06,06079,San Luis Obispo County,31,35.049956,-120.486598,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062308014473,0623080,Pacific View Academy,06,1065 Mesa View Dr.,Arroyo Grande,CA,93420,06,06079,San Luis Obispo County,41,35.06457,-120.593729,42020,"San Luis Obispo-Paso Robles, CA",1,N,N,N,N,0624,06035,06017,2022-2023
062313003530,0623130,Luther Burbank Elementary,06,4 Wabash Ave.,San Jose,CA,95128,06,06085,Santa Clara County,21,37.323784,-121.926627,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06028,06015,2022-2023
062316003531,0623160,Janie P. Abbott Elementary,06,5260 E. Clark St.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.91,-118.1872,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316003533,0623160,Lincoln Elementary,06,11031 State St.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.9328,-118.2167,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316003534,0623160,Lindbergh Elementary,06,3300 Cedar Ave.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.9189,-118.2136,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316003535,0623160,Lugo Elementary,06,4345 Pendleton Ave.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.9331,-118.1846,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316003536,0623160,Lynwood High,06,12124 Bullis Rd.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.915878,-118.203609,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316003537,0623160,Will Rogers Elementary,06,11220 Duncan Ave.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.924,-118.1825,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316003538,0623160,Roosevelt Elementary,06,10835 Mallison Ave.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.9346,-118.2005,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316003539,0623160,Mark Twain Elementary,06,12315 Thorson Ave.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.9127,-118.1981,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316003540,0623160,Vista High,06,11300 Wright Rd.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.921449,-118.179785,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316003541,0623160,Washington Elementary,06,4225 Sanborn Ave.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.9247,-118.1898,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316003542,0623160,Wilson Elementary,06,11700 Sch St.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.9214,-118.2064,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316008031,0623160,Rosa Parks Elementary,06,3900 Agnes St.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.91686,-118.202057,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316010900,0623160,Helen Keller Elementary,06,3521 Palm Ave.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.9142,-118.2088,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316010901,0623160,Thurgood Marshall Elementary,06,3593 MLK Blvd.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.933643,-118.204536,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316010902,0623160,Cesar Chavez Middle,06,3898 Abbott Rd.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.9353,-118.2043,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316010903,0623160,Marco Antonio Firebaugh High,06,5246 MLK Blvd.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.9191,-118.1832,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316011670,0623160,Hosler Middle,06,11300 Spruce St.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.9263,-118.2019,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062316012156,0623160,Pathway Independent Study,06,11387 Bullis Rd.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.925452,-118.200596,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2022-2023
062334003282,0623340,Lincoln Elementary,06,650 Liberty Ln.,Madera,CA,93637,06,06039,Madera County,13,36.961003,-120.104407,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334003543,0623340,John Adams Elementary,06,1822 National Ave.,Madera,CA,93637,06,06039,Madera County,13,36.957307,-120.079997,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334003544,0623340,Dixieland Elementary,06,18440 Rd. 19,Madera,CA,93637,06,06039,Madera County,42,37.017238,-120.202684,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334003546,0623340,Howard Elementary,06,13878 Rd. 21 1/2,Madera,CA,93637,06,06039,Madera County,41,36.952272,-120.156745,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334003547,0623340,La Vina Elementary,06,8594 Rd. 23,Madera,CA,93637,06,06039,Madera County,41,36.87424,-120.12887,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334003548,0623340,Madera High,06,200 S. L St.,Madera,CA,93637,06,06039,Madera County,13,36.954548,-120.06483,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334003550,0623340,Millview Elementary,06,1609 Clinton St.,Madera,CA,93638,06,06039,Madera County,13,36.972058,-120.040005,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334003551,0623340,James Monroe Elementary,06,1819 N. Lake St.,Madera,CA,93638,06,06039,Madera County,13,36.984001,-120.055378,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334003553,0623340,Sierra Vista Elementary,06,917 E. Olive Ave.,Madera,CA,93638,06,06039,Madera County,13,36.953624,-120.045896,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334003555,0623340,Thomas Jefferson Middle,06,1407 Sunset Ave.,Madera,CA,93637,06,06039,Madera County,13,36.960903,-120.075376,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334003556,0623340,George Washington Elementary,06,509 E. S. St.,Madera,CA,93638,06,06039,Madera County,13,36.970686,-120.060901,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334004611,0623340,Duane E. Furman Independent Study,06,955 W. Pecan Ave.,Madera,CA,93637,06,06039,Madera County,13,36.938646,-120.068539,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334004613,0623340,Martin Luther King Jr. Middle,06,601 Lilly St.,Madera,CA,93638,06,06039,Madera County,13,36.963151,-120.044462,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334006019,0623340,James Madison Elementary,06,109 Stadium Rd.,Madera,CA,93637,06,06039,Madera County,13,36.951653,-120.064606,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334008894,0623340,Berenda Elementary,06,26820 Club Dr.,Madera,CA,93638,06,06039,Madera County,23,37.024171,-120.0577,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334009397,0623340,Alpha Elementary,06,900 Stadium Rd.,Madera,CA,93637,06,06039,Madera County,13,36.942766,-120.065693,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334010953,0623340,Jack G. Desmond Middle,06,26490 Martin St.,Madera,CA,93638,06,06039,Madera County,23,36.991217,-120.064416,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334010954,0623340,Nishimoto Elementary,06,26460 Martin St.,Madera,CA,93638,06,06039,Madera County,23,36.991962,-120.066738,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334011678,0623340,Cesar Chavez Elementary,06,2600 E. Pecan,Madera,CA,93638,06,06039,Madera County,41,36.9369,-120.0178,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334011679,0623340,Madera South High,06,755 W. Pecan Ave.,Madera,CA,93637,06,06039,Madera County,13,36.940347,-120.065885,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334011926,0623340,John J. Pershing Elementary,06,1505 E. Ellis St.,Madera,CA,93638,06,06039,Madera County,23,36.987253,-120.046783,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334012280,0623340,Parkwood Elementary,06,1150 E. Pecan Ave.,Madera,CA,93637,06,06039,Madera County,41,36.937795,-120.043876,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334012739,0623340,Madera Unified Adult Transition Program,06,955 W. Pecan Ave.,Madera,CA,93637,06,06039,Madera County,13,36.939249,-120.069351,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334012807,0623340,Mountain Vista High,06,1901 Clinton Ave.,Madera,CA,93638,06,06039,Madera County,13,36.972676,-120.038367,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334013804,0623340,Eastin Arcola Elementary,06,29551 Ave. 8,Madera,CA,93637,06,06039,Madera County,41,36.866368,-120.008899,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334013848,0623340,Ripperdan Community Day,06,26133 Ave. 7,Madera,CA,93637,06,06039,Madera County,42,36.85181,-120.07294,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334014058,0623340,Virginia Lee Rose Elementary,06,1001 Lilly St.,Madera,CA,93638,06,06039,Madera County,13,36.958904,-120.039041,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062334014457,0623340,Matilda Torres High,06,16645 Rd. 26,Madera,CA,93638,06,06039,Madera County,23,36.991148,-120.073192,31460,"Madera, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0616,06005,06012,2022-2023
062343003558,0623430,Lord Baden-Powell,06,2911 Stonybrook Dr.,Anaheim,CA,92804,06,06059,Orange County,11,33.8221,-117.9893,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06065,06029,2022-2023
062343003559,0623430,Walt Disney,06,2323 W. Orange Ave.,Anaheim,CA,92804,06,06059,Orange County,11,33.826,-117.9637,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06065,06029,2022-2023
062343003560,0623430,Dr. Peter Marshall,06,2627 Crescent Ave.,Anaheim,CA,92801,06,06059,Orange County,11,33.8405,-117.9779,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06065,06029,2022-2023
062343003561,0623430,Mattie Lou Maxwell,06,2613 W. Orange Ave.,Anaheim,CA,92804,06,06059,Orange County,11,33.8255,-117.9767,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06065,06029,2022-2023
062343003562,0623430,Robert M. Pyles STEM Academy,06,10411 S. Dale St.,Stanton,CA,90680,06,06059,Orange County,21,33.8118,-117.9858,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0647,06065,06029,2022-2023
062343003563,0623430,Dr. Jonas E. Salk,06,1411 S. Gilbert St.,Anaheim,CA,92804,06,06059,Orange County,11,33.8123,-117.9683,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06065,06029,2022-2023
062343003564,0623430,Dr. Albert Schweitzer Leadership Academy,06,229 S. Dale Ave.,Anaheim,CA,92804,06,06059,Orange County,11,33.8291,-117.986,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06065,06029,2022-2023
062343003565,0623430,Esther L. Walter,06,10802 Rustic Ln.,Anaheim,CA,92804,06,06059,Orange County,21,33.8061,-117.9739,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0647,06065,06029,2022-2023
062343007191,0623430,Juliette Low School of the Arts,06,215 N. Ventura,Anaheim,CA,92801,06,06059,Orange County,11,33.8337,-117.964,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06065,06029,2022-2023
062346003566,0623460,Magnolia Union Elementary,06,4502 Casey Rd.,Brawley,CA,92227,06,06025,Imperial County,42,32.982437,-115.422977,20940,"El Centro, CA",1,N,N,N,N,0651,06056,06040,2022-2023
062353003336,0623530,Mammoth Middle,06,1600 Meridian Blvd.,Mammoth Lakes,CA,93546,06,06051,Mono County,33,37.64084,-118.961244,N,N,0,N,N,N,N,0608,06005,06008,2022-2023
062353003567,0623530,Mammoth Elementary,06,1500 Meridan Blvd.,Mammoth Lakes,CA,93546,06,06051,Mono County,33,37.641613,-118.958334,N,N,0,N,N,N,N,0608,06005,06008,2022-2023
062353003568,0623530,Mammoth High,06,365 Sierra Park Rd.,Mammoth Lakes,CA,93546,06,06051,Mono County,33,37.641652,-118.963202,N,N,0,N,N,N,N,0608,06005,06008,2022-2023
062353010259,0623530,Sierra High (Continuation),06,461 Sierra Park Rd.,Mammoth Lakes,CA,93546,06,06051,Mono County,33,37.638527,-118.962754,N,N,0,N,N,N,N,0608,06005,06008,2022-2023
062355003569,0623550,Manchester Elementary,06,19550 S. Highway 1,Manchester,CA,95459,06,06045,Mendocino County,43,38.968055,-123.687813,46380,"Ukiah, CA",2,N,N,N,N,0602,06002,06002,2022-2023
062361001374,0623610,August Knodt Elementary,06,3939 EWS Woods Blvd.,Stockton,CA,95206,06,06077,San Joaquin County,11,37.9061,-121.3046,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0609,06013,06005,2022-2023
062361003577,0623610,East Union High,06,1700 N. Union Rd.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.8223,-121.2334,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
